obs,group,mean,median,lo,hi,species
3,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
4,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
5,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
6,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
7,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
8,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
9,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
10,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
11,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
12,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
13,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
14,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
15,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
16,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
17,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
18,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
19,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
20,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
21,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
22,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
23,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
24,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
25,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
26,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
27,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
28,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
29,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
30,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
31,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
32,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
33,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
34,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
35,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
36,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
37,3,0.14037336751736085,0.1397319911123696,0.11340903017800623,0.17044232304182122,Leptocottus armatus
1,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
2,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
3,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
4,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
5,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
6,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
7,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
8,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
9,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
10,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
11,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
12,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
13,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
14,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
15,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
16,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
17,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
18,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
19,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
20,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
21,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
22,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
23,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
24,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
25,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
26,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
27,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
28,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
29,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
30,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
31,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
32,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
33,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
34,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
35,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
36,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
37,4,0.12171381698181295,0.12112064793751623,0.09790316282126187,0.14867611915831094,Mya
1,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
2,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
3,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
4,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
5,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
6,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
7,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
8,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
9,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
10,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
11,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
12,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
13,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
14,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
15,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
16,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
17,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
18,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
19,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
20,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
21,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
22,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
23,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
24,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
25,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
26,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
27,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
28,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
29,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
30,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
31,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
32,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
33,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
34,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
35,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
36,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
37,5,0.12258821555557259,0.12194517011008582,0.0984193589285292,0.1497954918720481,Metacarcinus magister
1,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
2,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
3,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
4,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
5,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
6,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
7,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
8,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
9,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
10,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
11,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
12,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
13,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
14,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
15,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
16,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
17,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
18,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
19,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
20,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
21,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
22,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
23,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
24,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
25,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
26,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
27,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
28,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
29,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
30,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
31,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
32,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
33,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
34,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
35,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
36,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
37,6,0.14808787088793698,0.14737235538389126,0.11886808358533091,0.18061127870061397,Cymatogaster aggregata
1,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
2,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
3,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
4,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
5,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
6,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
7,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
8,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
9,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
10,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
11,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
12,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
13,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
14,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
15,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
16,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
17,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
18,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
19,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
20,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
21,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
22,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
23,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
24,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
25,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
26,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
27,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
28,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
29,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
30,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
31,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
32,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
33,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
34,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
35,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
36,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
37,7,0.11368926684800494,0.11306720233724052,0.09124398491451702,0.13958491155719163,Batillaria attramentaria
1,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
2,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
3,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
4,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
5,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
6,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
7,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
8,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
9,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
10,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
11,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
12,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
13,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
14,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
15,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
16,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
17,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
18,8,0.12187255398685712,0.12178197282916592,0.1121572653127575,0.1320963737027441,Ruditapes philippinarum
