Sample_name,Locus,sample_id,sample,tech,Hash,nReads,rank,kingdom,phylum,class,order,family,genus,species,taxon,type,Run,source,EGC_ID,site_month,mc_rm
8,BF3,WACO21-108-c,WACO21-108,3,5623248261961f257390bb758fc29a3d73bbec82,12,species,Metazoa,Arthropoda,Arachnida,NA,NA,NA,Arachnida sp. BOLD:ACM9770,Arachnida sp. BOLD:ACM9770,Sample,4,Samples,WACO.2021.108,Oysterville-May,0
8,BF3,WACO21-108-c,WACO21-108,3,87ec645012ed69bd5bee03d67299974346f0c0bf,31,family,Metazoa,Arthropoda,Insecta,Diptera,Ceratopogonidae,NA,NA,Ceratopogonidae,Sample,4,Samples,WACO.2021.108,Oysterville-May,0
8,BF3,WACO21-108-c,WACO21-108,3,87ec645012ed69bd5bee03d67299974346f0c0bf,31,family,Metazoa,Arthropoda,Insecta,Diptera,Ceratopogonidae,NA,NA,Ceratopogonidae,Sample,4,Samples,WACO.2021.108,Oysterville-May,0
8,BF3,WACO21-108-c,WACO21-108,3,87ec645012ed69bd5bee03d67299974346f0c0bf,31,family,Metazoa,Arthropoda,Insecta,Diptera,Ceratopogonidae,NA,NA,Ceratopogonidae,Sample,4,Samples,WACO.2021.108,Oysterville-May,0
9,BF3,WACO21-134-c,WACO21-134,3,236bca3206ed3c0579926bb1ee98706ea6e8e5d4,18,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,Sample,4,Samples,WACO.2021.134,Long Beach-May,0
16,BF3,WACO21-604-a,WACO21-604,1,5cc5bda34a61687ff23dd35422f3f67055889af9,225425,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,Sample,4,Samples,WACO.2021.604,Oysterville-Sep,0
16,BF3,WACO21-604-a,WACO21-604,1,102e0795a72ce850ec09c8d634693f70146ec869,522,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,Sample,4,Samples,WACO.2021.604,Oysterville-Sep,0
16,BF3,WACO21-604-a,WACO21-604,1,6a80bdb6d6611d87812f45b72a7742fc5e9ef099,36,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,Sample,4,Samples,WACO.2021.604,Oysterville-Sep,0
17,BF3,WACO21-604-b,WACO21-604,2,5cc5bda34a61687ff23dd35422f3f67055889af9,207695,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,Sample,4,Samples,WACO.2021.604,Oysterville-Sep,0
17,BF3,WACO21-604-b,WACO21-604,2,6a80bdb6d6611d87812f45b72a7742fc5e9ef099,33,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,Sample,4,Samples,WACO.2021.604,Oysterville-Sep,0
17,BF3,WACO21-604-b,WACO21-604,2,a5456fba78b441cef1a8ee900580d19320e7bdec,16,species,NA,NA,Phaeophyceae,Ectocarpales,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,Sample,4,Samples,WACO.2021.604,Oysterville-Sep,0
17,BF3,WACO21-604-b,WACO21-604,2,3c1eea9172a8e7866a3cb6575a7fe11331d9d39f,14,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,Sample,4,Samples,WACO.2021.604,Oysterville-Sep,0
17,BF3,WACO21-604-b,WACO21-604,2,41b729c40090467034a08ffa508fb6dc3b2f320c,7,family,NA,NA,Phaeophyceae,Ectocarpales,Chordariaceae,NA,NA,Chordariaceae,Sample,4,Samples,WACO.2021.604,Oysterville-Sep,0
18,BF3,WACO21-604-c,WACO21-604,3,5cc5bda34a61687ff23dd35422f3f67055889af9,247605,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,Sample,4,Samples,WACO.2021.604,Oysterville-Sep,0
18,BF3,WACO21-604-c,WACO21-604,3,6a80bdb6d6611d87812f45b72a7742fc5e9ef099,35,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,Sample,4,Samples,WACO.2021.604,Oysterville-Sep,0
18,BF3,WACO21-604-c,WACO21-604,3,a5456fba78b441cef1a8ee900580d19320e7bdec,18,species,NA,NA,Phaeophyceae,Ectocarpales,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,Sample,4,Samples,WACO.2021.604,Oysterville-Sep,0
18,BF3,WACO21-604-c,WACO21-604,3,8c6139a57a63429cf855089057addfe109855567,13,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,Sample,4,Samples,WACO.2021.604,Oysterville-Sep,0
20,BF3,WACO21-610-b,WACO21-610,2,31223a2ffeaeb6af0ba078b9257469e7c2049d8a,8,species,Metazoa,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botryllus,Botryllus schlosseri,Botryllus schlosseri,Sample,4,Samples,WACO.2021.610,Oysterville-Sep,0
21,BF3,WACO21-610-c,WACO21-610,3,5cc5bda34a61687ff23dd35422f3f67055889af9,165507,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,Sample,4,Samples,WACO.2021.610,Oysterville-Sep,0
21,BF3,WACO21-610-c,WACO21-610,3,a7818c9c04fd44e60a484bf54ef42d9e99e202f4,463,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,Sample,4,Samples,WACO.2021.610,Oysterville-Sep,0
21,BF3,WACO21-610-c,WACO21-610,3,6a80bdb6d6611d87812f45b72a7742fc5e9ef099,20,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,Sample,4,Samples,WACO.2021.610,Oysterville-Sep,0
21,BF3,WACO21-610-c,WACO21-610,3,4ec8bd8ee95367cf8a02610373fd7e01abbf90eb,9,species,Metazoa,Annelida,Polychaeta,Spionida,Spionidae,Pseudopolydora,Pseudopolydora paucibranchiata,Pseudopolydora paucibranchiata,Sample,4,Samples,WACO.2021.610,Oysterville-Sep,0
22,BF3,WACO21-240-a,WACO21-240,1,5cc5bda34a61687ff23dd35422f3f67055889af9,35465,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,Sample,4,Samples,WACO.2021.240,Stackpole-Jul,0
22,BF3,WACO21-240-a,WACO21-240,1,a7a3886605a6ac27c4d4939b8c942b67aaf89b51,52,species,Metazoa,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Ampithoe valida,Ampithoe valida,Sample,4,Samples,WACO.2021.240,Stackpole-Jul,0
22,BF3,WACO21-240-a,WACO21-240,1,35f141ded54f0bcc59a8cde5cba8f555f217f759,2,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA,Crangon,Sample,4,Samples,WACO.2021.240,Stackpole-Jul,0
23,BF3,WACO21-240-b,WACO21-240,2,5cc5bda34a61687ff23dd35422f3f67055889af9,160990,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,Sample,4,Samples,WACO.2021.240,Stackpole-Jul,0
23,BF3,WACO21-240-b,WACO21-240,2,a7a3886605a6ac27c4d4939b8c942b67aaf89b51,294,species,Metazoa,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Ampithoe valida,Ampithoe valida,Sample,4,Samples,WACO.2021.240,Stackpole-Jul,0
23,BF3,WACO21-240-b,WACO21-240,2,8a915f144b0ac201ed6e7866be265bca14ec857d,337,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,Sample,4,Samples,WACO.2021.240,Stackpole-Jul,0
23,BF3,WACO21-240-b,WACO21-240,2,6a80bdb6d6611d87812f45b72a7742fc5e9ef099,22,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,Sample,4,Samples,WACO.2021.240,Stackpole-Jul,0
24,BF3,WACO21-240-c,WACO21-240,3,5cc5bda34a61687ff23dd35422f3f67055889af9,55318,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,Sample,4,Samples,WACO.2021.240,Stackpole-Jul,0
24,BF3,WACO21-240-c,WACO21-240,3,a7a3886605a6ac27c4d4939b8c942b67aaf89b51,136,species,Metazoa,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Ampithoe valida,Ampithoe valida,Sample,4,Samples,WACO.2021.240,Stackpole-Jul,0
24,BF3,WACO21-240-c,WACO21-240,3,4f61e33a32c46d7f81d526f66acfe3e088d196a6,14,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,Sample,4,Samples,WACO.2021.240,Stackpole-Jul,0
25,BF3,WACO21-321-a,WACO21-321,1,4964f8a91b348ee32abd6c336adc9fd275a515f6,59,species,Viridiplantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,Ulva compressa,Ulva compressa,Sample,4,Samples,WACO.2021.321,Nahcotta-Jul,0
26,BF3,WACO21-321-b,WACO21-321,2,4964f8a91b348ee32abd6c336adc9fd275a515f6,5,species,Viridiplantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,Ulva compressa,Ulva compressa,Sample,4,Samples,WACO.2021.321,Nahcotta-Jul,0
27,BF3,WACO21-321-c,WACO21-321,3,4964f8a91b348ee32abd6c336adc9fd275a515f6,58,species,Viridiplantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,Ulva compressa,Ulva compressa,Sample,4,Samples,WACO.2021.321,Nahcotta-Jul,0
42,BF3,WACO21-106-b,WACO21-106,2,e80d35968d9e7c53e72c7e5ec1eb127ab4ab509f,51,species,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,Mya arenaria,Mya arenaria,Sample,4,Samples,WACO.2021.106,Oysterville-May,0
48,BF3,WACO21-101-b,WACO21-101,2,31223a2ffeaeb6af0ba078b9257469e7c2049d8a,25,species,Metazoa,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botryllus,Botryllus schlosseri,Botryllus schlosseri,Sample,4,Samples,WACO.2021.101,Oysterville-May,0
49,BF3,WACO21-101-c,WACO21-101,3,046ae7bba6d71455f7c2964f48a5e9f9e3a051da,183,species,NA,NA,NA,NA,NA,NA,zooplankton environmental sample,zooplankton environmental sample,Sample,4,Samples,WACO.2021.101,Oysterville-May,0
49,BF3,WACO21-101-c,WACO21-101,3,bd8b9df1e6e2daa0d510f290fa574097fddfc1e5,9,species,Metazoa,Mollusca,Bivalvia,Galeommatida,Montacutidae,Kurtiella,Kurtiella bidentata,Kurtiella bidentata,Sample,4,Samples,WACO.2021.101,Oysterville-May,0
59,BF3,WACO21-128-a,WACO21-128,1,5623248261961f257390bb758fc29a3d73bbec82,3768,species,Metazoa,Arthropoda,Arachnida,NA,NA,NA,Arachnida sp. BOLD:ACM9770,Arachnida sp. BOLD:ACM9770,Sample,4,Samples,WACO.2021.128,Long Beach-May,0
59,BF3,WACO21-128-a,WACO21-128,1,248ef7ce4a6b5c4c329fcf4d4d3b3f30e94a2ffd,229,species,Metazoa,Arthropoda,Arachnida,NA,NA,NA,Arachnida sp. BOLD:ACM9770,Arachnida sp. BOLD:ACM9770,Sample,4,Samples,WACO.2021.128,Long Beach-May,0
59,BF3,WACO21-128-a,WACO21-128,1,b422e225121aa8afad7b17af9582134a32c71177,141,species,Metazoa,Arthropoda,Arachnida,NA,NA,NA,Arachnida sp. BOLD:ACM9770,Arachnida sp. BOLD:ACM9770,Sample,4,Samples,WACO.2021.128,Long Beach-May,0
59,BF3,WACO21-128-a,WACO21-128,1,5b7ddef6dc73df68e66e1a0a28a2a8e1d196a6af,89,species,Metazoa,Arthropoda,Arachnida,NA,NA,NA,Arachnida sp. BOLD:ACM9770,Arachnida sp. BOLD:ACM9770,Sample,4,Samples,WACO.2021.128,Long Beach-May,0
61,BF3,WACO21-128-c,WACO21-128,3,5623248261961f257390bb758fc29a3d73bbec82,192,species,Metazoa,Arthropoda,Arachnida,NA,NA,NA,Arachnida sp. BOLD:ACM9770,Arachnida sp. BOLD:ACM9770,Sample,4,Samples,WACO.2021.128,Long Beach-May,0
66,BF3,WACO21-613-b,WACO21-613,2,e2ea7de6c0e21978b0383340e39dda556e6610d7,12,species,Metazoa,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops vernalis,Acanthocyclops vernalis,Sample,4,Samples,WACO.2021.613,Oysterville-Sep,0
74,BF3,WACO21-617-a,WACO21-617,1,45efd15dece5ca0621dae88f637992aa35c98191,5089,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,Sample,4,Samples,WACO.2021.617,Oysterville-Sep,0
74,BF3,WACO21-617-a,WACO21-617,1,8f36bd26cb0a5c382f1ee145747931ecaa862f19,2607,species,NA,NA,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,Sample,4,Samples,WACO.2021.617,Oysterville-Sep,0
74,BF3,WACO21-617-a,WACO21-617,1,09b0201754fe9f6c7dfafd4a950169eb1a314642,15,family,Metazoa,Arthropoda,Insecta,Diptera,Cecidomyiidae,NA,NA,Cecidomyiidae,Sample,4,Samples,WACO.2021.617,Oysterville-Sep,0
74,BF3,WACO21-617-a,WACO21-617,1,09b0201754fe9f6c7dfafd4a950169eb1a314642,15,family,Metazoa,Arthropoda,Insecta,Diptera,Cecidomyiidae,NA,NA,Cecidomyiidae,Sample,4,Samples,WACO.2021.617,Oysterville-Sep,0
74,BF3,WACO21-617-a,WACO21-617,1,1b1ab6b5b42c0765e697388579fff3b7a30ef4d5,3,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,Sample,4,Samples,WACO.2021.617,Oysterville-Sep,0
75,BF3,WACO21-617-b,WACO21-617,2,45efd15dece5ca0621dae88f637992aa35c98191,701,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,Sample,4,Samples,WACO.2021.617,Oysterville-Sep,0
75,BF3,WACO21-617-b,WACO21-617,2,8f36bd26cb0a5c382f1ee145747931ecaa862f19,958,species,NA,NA,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,Sample,4,Samples,WACO.2021.617,Oysterville-Sep,0
75,BF3,WACO21-617-b,WACO21-617,2,7f87e5b2a5897b604e1613dcdac848de7985dee0,268,species,Metazoa,Arthropoda,NA,NA,NA,NA,Arthropoda environmental sample,Arthropoda environmental sample,Sample,4,Samples,WACO.2021.617,Oysterville-Sep,0
75,BF3,WACO21-617-b,WACO21-617,2,da3f86da7d3fe3a5415181515a767eff75ac7fe8,4,family,Metazoa,Arthropoda,Insecta,Diptera,Cecidomyiidae,NA,NA,Cecidomyiidae,Sample,4,Samples,WACO.2021.617,Oysterville-Sep,0
75,BF3,WACO21-617-b,WACO21-617,2,da3f86da7d3fe3a5415181515a767eff75ac7fe8,4,family,Metazoa,Arthropoda,Insecta,Diptera,Cecidomyiidae,NA,NA,Cecidomyiidae,Sample,4,Samples,WACO.2021.617,Oysterville-Sep,0
76,BF3,WACO21-617-c,WACO21-617,3,45efd15dece5ca0621dae88f637992aa35c98191,575,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,Sample,4,Samples,WACO.2021.617,Oysterville-Sep,0
76,BF3,WACO21-617-c,WACO21-617,3,abeeaaf398e54b483ca339f8874d994ac08dbcdc,1779,species,Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Sus scrofa,Sample,4,Samples,WACO.2021.617,Oysterville-Sep,0
77,BF3,WACO21-600-a,WACO21-600,1,76ef23351350167d0714f0c7f299affd0a6aef0c,628,species,NA,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Neoporphyra,Neoporphyra haitanensis,Neoporphyra haitanensis,Sample,4,Samples,WACO.2021.600,Oysterville-Sep,0
77,BF3,WACO21-600-a,WACO21-600,1,bc69b29ff9f16314b33fce1ea3feb4179a274913,127,species,NA,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Neoporphyra,Neoporphyra haitanensis,Neoporphyra haitanensis,Sample,4,Samples,WACO.2021.600,Oysterville-Sep,0
77,BF3,WACO21-600-a,WACO21-600,1,6f2defde1e6fb852262a5fd5fa67b5a64d74cd1b,108,species,NA,NA,Phaeophyceae,Ectocarpales,Chordariaceae,Myrionema,Myrionema balticum,Myrionema balticum,Sample,4,Samples,WACO.2021.600,Oysterville-Sep,0
77,BF3,WACO21-600-a,WACO21-600,1,f37cc975ec71b69481f0a64ba6dd110453762c40,68,species,NA,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Neoporphyra,Neoporphyra haitanensis,Neoporphyra haitanensis,Sample,4,Samples,WACO.2021.600,Oysterville-Sep,0
77,BF3,WACO21-600-a,WACO21-600,1,845bcbd29f3a227f9daa3fb36621bbb71ed46058,47,species,NA,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Neoporphyra,Neoporphyra haitanensis,Neoporphyra haitanensis,Sample,4,Samples,WACO.2021.600,Oysterville-Sep,0
77,BF3,WACO21-600-a,WACO21-600,1,41384eb53ebdac9ad36e75109961bdacfada2509,3,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,Sample,4,Samples,WACO.2021.600,Oysterville-Sep,0
79,BF3,WACO21-600-c,WACO21-600,3,41384eb53ebdac9ad36e75109961bdacfada2509,24,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,Sample,4,Samples,WACO.2021.600,Oysterville-Sep,0
81,BF3,WACO21-607-b,WACO21-607,2,bc9f76bcaa6f326ccde9ef6a3268599daaa95d5a,774,species,NA,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Neoporphyra,Neoporphyra haitanensis,Neoporphyra haitanensis,Sample,4,Samples,WACO.2021.607,Oysterville-Sep,0
81,BF3,WACO21-607-b,WACO21-607,2,6ab46a5ec84ed667fae6c421dc0b59c9cc86727f,57,order,NA,NA,Phaeophyceae,Fucales,NA,NA,NA,Fucales,Sample,4,Samples,WACO.2021.607,Oysterville-Sep,0
81,BF3,WACO21-607-b,WACO21-607,2,6ab46a5ec84ed667fae6c421dc0b59c9cc86727f,57,genus,NA,NA,Phaeophyceae,Fucales,Sargassaceae,Sargassum,NA,Sargassum,Sample,4,Samples,WACO.2021.607,Oysterville-Sep,0
84,BF3,WACO21-309-b,WACO21-309,2,dece3bdcf5b0e07a53abb9eb00cef1e2ace87145,250,genus,NA,NA,Phaeophyceae,Fucales,Fucaceae,Fucus,NA,Fucus,Sample,4,Samples,WACO.2021.309,Nahcotta-Jul,0
89,BF3,WACO21-632-a,WACO21-632,1,5912de453e37344840868fe7776e6f84659742f2,200480,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,Sample,4,Samples,WACO.2021.632,Stackpole-Sep,0
89,BF3,WACO21-632-a,WACO21-632,1,c3355752bffdf3d66902fd6f8f8d88b47b42c0af,1545,species,Metazoa,Arthropoda,Malacostraca,Isopoda,Entoniscidae,Portunion,Portunion conformis,Portunion conformis,Sample,4,Samples,WACO.2021.632,Stackpole-Sep,0
89,BF3,WACO21-632-a,WACO21-632,1,5d2d55a3d93c1d1329269724cf0e0003dfa2ce0c,1225,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,Sample,4,Samples,WACO.2021.632,Stackpole-Sep,0
89,BF3,WACO21-632-a,WACO21-632,1,3c0e783521d97a02ca692bec1538d8cf5efadc45,1036,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,NA,Hemigrapsus,Sample,4,Samples,WACO.2021.632,Stackpole-Sep,0
89,BF3,WACO21-632-a,WACO21-632,1,99a75a1b8f0d289750d5f2665d8e289e646e0a68,635,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,Sample,4,Samples,WACO.2021.632,Stackpole-Sep,0
89,BF3,WACO21-632-a,WACO21-632,1,7c5b5047de4fcd580cc0c65e1fa798e075a25d9b,612,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,Sample,4,Samples,WACO.2021.632,Stackpole-Sep,0
89,BF3,WACO21-632-a,WACO21-632,1,b1c02f8331bd1881b2f102d7b893b2f92972ac90,575,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,Sample,4,Samples,WACO.2021.632,Stackpole-Sep,0
89,BF3,WACO21-632-a,WACO21-632,1,08b23815d9eb69cb5f5191097b6a6959a2c6f38d,537,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,Sample,4,Samples,WACO.2021.632,Stackpole-Sep,0
89,BF3,WACO21-632-a,WACO21-632,1,bbbc47034989fef8ab3ad513c542d341e132a721,515,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,Sample,4,Samples,WACO.2021.632,Stackpole-Sep,0
89,BF3,WACO21-632-a,WACO21-632,1,52b1deee8ff4699b4cb6d59d320c407462b9fb9f,320,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,Sample,4,Samples,WACO.2021.632,Stackpole-Sep,0
89,BF3,WACO21-632-a,WACO21-632,1,f0e0b1283e45014f8625b76b4446953e70ee11f5,15,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,Sample,4,Samples,WACO.2021.632,Stackpole-Sep,0
90,BF3,WACO21-632-b,WACO21-632,2,5912de453e37344840868fe7776e6f84659742f2,166348,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,Sample,4,Samples,WACO.2021.632,Stackpole-Sep,0
90,BF3,WACO21-632-b,WACO21-632,2,c3355752bffdf3d66902fd6f8f8d88b47b42c0af,1469,species,Metazoa,Arthropoda,Malacostraca,Isopoda,Entoniscidae,Portunion,Portunion conformis,Portunion conformis,Sample,4,Samples,WACO.2021.632,Stackpole-Sep,0
90,BF3,WACO21-632-b,WACO21-632,2,5d2d55a3d93c1d1329269724cf0e0003dfa2ce0c,1028,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,Sample,4,Samples,WACO.2021.632,Stackpole-Sep,0
90,BF3,WACO21-632-b,WACO21-632,2,3c0e783521d97a02ca692bec1538d8cf5efadc45,1160,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,NA,Hemigrapsus,Sample,4,Samples,WACO.2021.632,Stackpole-Sep,0
90,BF3,WACO21-632-b,WACO21-632,2,5d03c6bb41de2641ef084420b919ed355fc7eead,449,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,Sample,4,Samples,WACO.2021.632,Stackpole-Sep,0
90,BF3,WACO21-632-b,WACO21-632,2,92ef887bf1e22eec80630f2f1f0a134b8e70a8dd,25,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,Sample,4,Samples,WACO.2021.632,Stackpole-Sep,0
