Sample_name,Sample_label,sample,tech,Run,source,EGC_ID,site_month
33,WACO21-250-c,WACO21-250,3,5,Samples,WACO.2021.250,Stackpole-Jul
34,WACO21-315-a,WACO21-315,1,5,Samples,WACO.2021.315,Nahcotta-Jul
35,WACO21-315-b,WACO21-315,2,5,Samples,WACO.2021.315,Nahcotta-Jul
36,WACO21-315-c,WACO21-315,3,5,Samples,WACO.2021.315,Nahcotta-Jul
37,WACO21-225-a,WACO21-225,1,5,Samples,WACO.2021.225,Stackpole-Jul
38,WACO21-225-b,WACO21-225,2,5,Samples,WACO.2021.225,Stackpole-Jul
39,WACO21-225-c,WACO21-225,3,5,Samples,WACO.2021.225,Stackpole-Jul
40,WACO21-234-a,WACO21-234,1,5,Samples,WACO.2021.234,Stackpole-Jul
41,WACO21-234-b,WACO21-234,2,5,Samples,WACO.2021.234,Stackpole-Jul
42,WACO21-234-c,WACO21-234,3,5,Samples,WACO.2021.234,Stackpole-Jul
43,WACO21-591-a,WACO21-591,1,5,Samples,WACO.2021.591,Nahcotta-Sep
44,WACO21-591-b,WACO21-591,2,5,Samples,WACO.2021.591,Nahcotta-Sep
45,WACO21-591-c,WACO21-591,3,5,Samples,WACO.2021.591,Nahcotta-Sep
46,WACO21-658-a,WACO21-658,1,5,Samples,WACO.2021.658,Stackpole-Sep
47,WACO21-658-b,WACO21-658,2,5,Samples,WACO.2021.658,Stackpole-Sep
48,WACO21-658-c,WACO21-658,3,5,Samples,WACO.2021.658,Stackpole-Sep
49,WACO21-571-a,WACO21-571,1,5,Samples,WACO.2021.571,Nahcotta-Sep
50,WACO21-571-b,WACO21-571,2,5,Samples,WACO.2021.571,Nahcotta-Sep
51,WACO21-571-c,WACO21-571,3,5,Samples,WACO.2021.571,Nahcotta-Sep
52,WACO21-592-a,WACO21-592,1,5,Samples,WACO.2021.592,Nahcotta-Sep
53,WACO21-592-b,WACO21-592,2,5,Samples,WACO.2021.592,Nahcotta-Sep
54,WACO21-592-c,WACO21-592,3,5,Samples,WACO.2021.592,Nahcotta-Sep
58,WACO21-564-a,WACO21-564,1,5,Samples,WACO.2021.564,Nahcotta-Sep
61,WACO21-261-a,WACO21-261,1,5,Samples,WACO.2021.261,Stackpole-Jul
62,WACO21-261-b,WACO21-261,2,5,Samples,WACO.2021.261,Stackpole-Jul
63,WACO21-261-c,WACO21-261,3,5,Samples,WACO.2021.261,Stackpole-Jul
64,WACO21-265-a,WACO21-265,1,5,Samples,WACO.2021.265,Stackpole-Jul
65,WACO21-265-b,WACO21-265,2,5,Samples,WACO.2021.265,Stackpole-Jul
66,WACO21-265-c,WACO21-265,3,5,Samples,WACO.2021.265,Stackpole-Jul
67,WACO21-226-a,WACO21-226,1,5,Samples,WACO.2021.226,Stackpole-Jul
68,WACO21-226-b,WACO21-226,2,5,Samples,WACO.2021.226,Stackpole-Jul
69,WACO21-226-c,WACO21-226,3,5,Samples,WACO.2021.226,Stackpole-Jul
91,NegativeControl,NegativeControl,1,5,Positives,NA,NA
70,WACO21-262-a,WACO21-262,1,5,Samples,WACO.2021.262,Stackpole-Jul
71,WACO21-262-b,WACO21-262,2,5,Samples,WACO.2021.262,Stackpole-Jul
72,WACO21-262-c,WACO21-262,3,5,Samples,WACO.2021.262,Stackpole-Jul
73,WACO21-263-a,WACO21-263,1,5,Samples,WACO.2021.263,Stackpole-Jul
74,WACO21-263-b,WACO21-263,2,5,Samples,WACO.2021.263,Stackpole-Jul
75,WACO21-263-c,WACO21-263,3,5,Samples,WACO.2021.263,Stackpole-Jul
76,WACO21-662-a,WACO21-662,1,5,Samples,WACO.2021.662,Stackpole-Sep
77,WACO21-662-b,WACO21-662,2,5,Samples,WACO.2021.662,Stackpole-Sep
78,WACO21-662-c,WACO21-662,3,5,Samples,WACO.2021.662,Stackpole-Sep
79,WACO21-664-a,WACO21-664,1,5,Samples,WACO.2021.664,Stackpole-Sep
80,WACO21-664-b,WACO21-664,2,5,Samples,WACO.2021.664,Stackpole-Sep
81,WACO21-664-c,WACO21-664,3,5,Samples,WACO.2021.664,Stackpole-Sep
59,WACO21-564-b,WACO21-564,2,5,Samples,WACO.2021.564,Nahcotta-Sep
60,WACO21-564-c,WACO21-564,3,5,Samples,WACO.2021.564,Nahcotta-Sep
90,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA
93,PositiveControl,PositiveControl,1,5,Positives,NA,NA
85,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA
86,WACO21-MC_C-b,MC_C,2,5,Mock Community,NA,NA
87,WACO21-MC_C-c,MC_C,3,5,Mock Community,NA,NA
82,WACO21-MC_A-a,MC_A,1,5,Mock Community,NA,NA
83,WACO21-MC_A-b,MC_A,2,5,Mock Community,NA,NA
84,WACO21-MC_A-c,MC_A,3,5,Mock Community,NA,NA
88,WACO21-MC_D-a,MC_D,1,5,Mock Community,NA,NA
89,WACO21-MC_D-b,MC_D,2,5,Mock Community,NA,NA
