Sample_name,Sample_label,sample,tech,Run,source,EGC_ID,site_month
49,WACO21-148-a,WACO21-148,1,2,Samples,WACO.2021.148,Long Beach-May
50,WACO21-148-b,WACO21-148,2,2,Samples,WACO.2021.148,Long Beach-May
51,WACO21-148-c,WACO21-148,3,2,Samples,WACO.2021.148,Long Beach-May
52,WACO21-127-a,WACO21-127,1,2,Samples,WACO.2021.127,Long Beach-May
53,WACO21-127-b,WACO21-127,2,2,Samples,WACO.2021.127,Long Beach-May
54,WACO21-127-c,WACO21-127,3,2,Samples,WACO.2021.127,Long Beach-May
55,WACO21-145-a,WACO21-145,1,2,Samples,WACO.2021.145,Long Beach-May
56,WACO21-145-c,WACO21-145,3,2,Samples,WACO.2021.145,Long Beach-May
57,WACO21-491-b,WACO21-491,2,2,Samples,WACO.2021.491,Long Beach-Sep
58,WACO21-491-c,WACO21-491,3,2,Samples,WACO.2021.491,Long Beach-Sep
59,WACO21-496-a,WACO21-496,1,2,Samples,WACO.2021.496,Long Beach-Sep
60,WACO21-496-b,WACO21-496,2,2,Samples,WACO.2021.496,Long Beach-Sep
61,WACO21-496-d,WACO21-496,4,2,Samples,WACO.2021.496,Long Beach-Sep
62,WACO21-501-a,WACO21-501,1,2,Samples,WACO.2021.501,Long Beach-Sep
63,WACO21-501-b,WACO21-501,2,2,Samples,WACO.2021.501,Long Beach-Sep
64,WACO21-501-c,WACO21-501,3,2,Samples,WACO.2021.501,Long Beach-Sep
65,WACO21-339-c,WACO21-339,3,2,Samples,WACO.2021.339,Long Beach-Jul
66,WACO21-342-a,WACO21-342,1,2,Samples,WACO.2021.342,Long Beach-Jul
67,WACO21-342-b,WACO21-342,2,2,Samples,WACO.2021.342,Long Beach-Jul
68,WACO21-342-c,WACO21-342,3,2,Samples,WACO.2021.342,Long Beach-Jul
69,WACO21-348-a,WACO21-348,1,2,Samples,WACO.2021.348,Long Beach-Jul
70,WACO21-348-b,WACO21-348,2,2,Samples,WACO.2021.348,Long Beach-Jul
71,WACO21-348-c,WACO21-348,3,2,Samples,WACO.2021.348,Long Beach-Jul
73,WACO21-145-b,WACO21-145,2,2,Samples,WACO.2021.145,Long Beach-May
74,WACO21-135-a,WACO21-135,1,2,Samples,WACO.2021.135,Long Beach-May
75,WACO21-135-b,WACO21-135,2,2,Samples,WACO.2021.135,Long Beach-May
76,WACO21-135-c,WACO21-135,3,2,Samples,WACO.2021.135,Long Beach-May
77,WACO21-139-a,WACO21-139,1,2,Samples,WACO.2021.139,Long Beach-May
78,WACO21-139-b,WACO21-139,2,2,Samples,WACO.2021.139,Long Beach-May
79,WACO21-139-c,WACO21-139,3,2,Samples,WACO.2021.139,Long Beach-May
80,WACO21-143-a,WACO21-143,1,2,Samples,WACO.2021.143,Long Beach-May
81,WACO21-350-a,WACO21-350,1,2,Samples,WACO.2021.350,Long Beach-Jul
82,WACO21-350-b,WACO21-350,2,2,Samples,WACO.2021.350,Long Beach-Jul
83,WACO21-350-c,WACO21-350,3,2,Samples,WACO.2021.350,Long Beach-Jul
84,WACO21-347-a,WACO21-347,1,2,Samples,WACO.2021.347,Long Beach-Jul
85,WACO21-347-b,WACO21-347,2,2,Samples,WACO.2021.347,Long Beach-Jul
86,WACO21-347-c,WACO21-347,3,2,Samples,WACO.2021.347,Long Beach-Jul
87,WACO21-143-b,WACO21-143,2,2,Samples,WACO.2021.143,Long Beach-May
88,WACO21-143-c,WACO21-143,3,2,Samples,WACO.2021.143,Long Beach-May
89,WACO21-494-a,WACO21-494,1,2,Samples,WACO.2021.494,Long Beach-Sep
90,WACO21-494-b,WACO21-494,2,2,Samples,WACO.2021.494,Long Beach-Sep
91,WACO21-494-c,WACO21-494,3,2,Samples,WACO.2021.494,Long Beach-Sep
94,WACO21-ENegative,WACO21-ENegative,1,2,Positives,NA,NA
95,WACO21-PCRNegative,WACO21-PCRNegative,1,2,Positives,NA,NA
96,WACO21-Positive,WACO21-Positive,1,2,Positives,NA,NA
